,text,waktu,jumlah kata,jam,label
1346,klau msk sekolah offline gmn yah tkt bkl jrng buka kaya dulu smpe minat ngestan bts skrng sesal knp kgk dlu saking fokus bljr tkt kgk naik kls ada gin buat keluar zona nyaman serba tau hal,2021-07-02 16:10:04+00:00,37,siang,1
1347,apas sekolah bakal offline,2021-07-02 14:41:58+00:00,4,siang,1
1348,gamau sekolah offline huhu,2021-07-02 06:16:11+00:00,4,pagi,1
1349,kalo sekolah offline dom gua kek nya bisa,2021-07-01 10:47:13+00:00,8,siang,1
1350,wahh sekolah malah nekat offline kampus aku baru kasih announcement online yuup online aja lebih baik sekarang,2021-07-01 07:29:13+00:00,17,pagi,1
1351,kann covid naik nya tetep aja sekolah aku nekat offline,2021-07-01 07:06:50+00:00,10,pagi,1
1353,yaallah hari udh sekolah offline,2021-07-01 04:28:03+00:00,5,pagi,1
1354,deg sekolah klo offline,2021-07-01 03:19:58+00:00,4,pagi,1
1355,cara manggil hujan cuci kendara cara naikin pandemi bikin wacana sekolah offline,2021-07-01 00:27:03+00:00,12,pagi,1
1356,ada semangat sekolah offline,2021-06-30 21:43:15+00:00,4,malam,1
1357,bagus nder sekolah online klo offline baru beberapa jam udh hilang gatau,2021-06-30 17:05:23+00:00,12,malam,1
1358,mau sekolah offline gamau,2021-06-30 15:44:15+00:00,4,siang,1
1359,plis sekarang anak rentan papar wabah gak semua sekolah jamin aman ketat paksa offline buat tingkat kalang anak bawah mending jangan,2021-06-30 15:41:42+00:00,21,siang,1
1360,zuzur gasiap sekolah offline minat sekolah ilang,2021-06-30 15:32:34+00:00,7,siang,1
1361,kata bakal ttp sekolah offline,2021-06-30 14:35:54+00:00,5,siang,1
1362,berapa persen tingkat stress ajar masa pandemi berapa kali beri janji sekolah offline kasus covid tingkat besar ada,2021-06-30 14:08:22+00:00,18,siang,1
1363,mau sekolah offline gamau masuk asrama ntar klo udh masuk ptn gamau ospek offline,2021-06-30 13:32:55+00:00,14,siang,1
1364,hore gajadi sekolah offline,2021-06-30 12:37:15+00:00,4,siang,1
1365,sekolah udh mulai offline gua msh blm siap sumpah apa blm siap,2021-06-30 12:20:02+00:00,12,siang,1
1366,takut sekolah offline,2021-06-30 11:37:22+00:00,3,siang,1
1367,perintah tunda sekolah offline angka tular cepat turun itu sekolah offline realisasi atur ada perlu pusing hadap sekolah daring,2021-06-30 09:03:14+00:00,19,siang,1
1368,mall tutup jam yakin bakal sekolah offline,2021-06-30 08:56:22+00:00,7,pagi,1
1369,allah jdi males sekolah offline,2021-06-30 08:45:49+00:00,5,pagi,1
1370,kalian jadi ngedown kan gajadi sekolah offline hal tuju baik loh perintah tunda sekolah offline angka tular cepat turun itu sekolah offline realisasi atur ada,2021-06-30 07:56:24+00:00,25,pagi,1
1371,kok udh sekolah offline aja,2021-06-30 01:21:23+00:00,5,pagi,1
1372,juni cpt bgt habis sgt mager sekolah offline lanjur nyaman ama kasur,2021-06-29 17:16:31+00:00,12,malam,1
1373,semua orang mampu ajar online tahun resiko bolak balik kuota internet buang gonta ganti laptop kalo anak semua orang tua mampu pak buk jadi mohon kalo yang tuju sekolah offline jangan pandang olah gapaham bahaya covid,2021-06-29 15:50:29+00:00,36,siang,1
1374,jaem aku kalo offline masuk sekolah jam,2021-06-29 12:10:19+00:00,7,siang,1
1375,argh sekolah offline hari gamauu gamau gamauuhy,2021-06-29 12:08:02+00:00,7,siang,1
1376,kasi respon singkat gamau vaksin yaudah gausah sekolah offline,2021-06-29 09:19:08+00:00,9,siang,1
1377,gara gara sekolah offline jadi susah banget interaksi sama orang lainn paling chat doang coba kalo orang orang ketemu aku kyknya zonk kalo chat sksd tenyata asli nya canggung gangerti deh kalo dunia udah gaada corona gimana,2021-06-29 08:50:50+00:00,37,pagi,1
1378,sekolah gue beneran bakal offline kalo sampe beneran gue gas minta online sendiri gpp deh makin ngeri nih sama corona,2021-06-29 05:13:20+00:00,20,pagi,1
1379,pasrah aja ndak usah harap sekolah offline,2021-06-29 05:10:37+00:00,7,pagi,1
1380,jujur klau udh mulai sekolah offline aku takut,2021-06-29 05:09:49+00:00,8,pagi,1
1381,coba bayangin pas masuk offline kampus sekolah didatengin nanno hehehe gue mau balik online aja,2021-06-29 03:08:34+00:00,15,pagi,1
1382,benar aku mau banget sekolah offline bulan juli cuma sayang nya ituu corona ada indonesia makin banyak resiko nya tinggi daerah rumah aku sama sekolah aku lagi red zone huhu stay save semua,2021-06-28 14:28:09+00:00,33,siang,1
1384,tahun malah sering keluar mana sempet offline sekolah nya sejak berita kalo kasus nya makin tingkat malah takut mau keluar kalo keluar rumah tetap stay safe patuh protokol sehat and stay healthy,2021-06-28 14:22:10+00:00,32,siang,1
1385,angka papar covid tingkat mungkin ada evaulasi dlu buat sekolah offline nya,2021-06-28 12:48:10+00:00,12,siang,1
1386,jujur enggak kasus makin tingkat udah biasa gitu ajar rumah nonton record ulang zoom sekolah kalo kurang ngerti bebas ajar lalu sumber apa karena make perangkat elektronik bebas kalo offline hubung cont,2021-06-28 12:15:58+00:00,32,siang,1
1387,wkwkw tuju lah adekku sekolah offline dah kau tengokk covid ngeri kali,2021-06-28 11:30:18+00:00,12,siang,1
1388,lepas ingin gue buat sekolah offline lama cororong parah sih gue tuju buat offline dulu gue gamau ambil resiko atas sehat gue orang orang gue sayang,2021-06-28 11:27:34+00:00,26,siang,1
1389,covid ningkat bgt allah jdi tkut mau sekolah offline,2021-06-28 11:21:11+00:00,9,siang,1
1390,aku mau banget sekolah offline klo resiko kena kopit sih big noo kasus naik susah nyari rumah sakit biaya dikeluarin klo amit amit kena sedikit sekolah paling cuma bentar turut bakal worth aku smp smst akhir,2021-06-28 10:07:39+00:00,36,siang,1
1391,gatauu kmrn kan mau dibolehin sekolah offline terus nyata positif smkin tingkat nya kayak tunda,2021-06-28 08:53:47+00:00,15,pagi,1
1392,tuju situasi parah kalau tetep maksa buka sekolah takut jadi makin makin kasus plus banyak point minus kata gue kalau buat offline bulan juli emng kalian mau sekolah cuma beberapa jam trs pake prokes mana chance kena tinggi,2021-06-28 08:26:31+00:00,38,pagi,1
1393,kalo kondisi gin peluang besar deh mungkin sekolah taun rumah aja tau dah lulus dapet ijazah lagi kuliah masuk sempet ngrasain asiknya kuliah offline tau dah teliti skripsi aja btw prokesnya jgn lupa yaa,2021-06-28 07:55:57+00:00,34,pagi,1
1394,kyknya kudu rela ngga sekolah offline takut anjir kena word,2021-06-28 07:45:57+00:00,10,pagi,1
1395,gaa jujur sebenernya pengenn bgt sekolah offline kangen sekolah pagi pagi kangen lari lambat kangen temen temen pasti satu sisi kasus covid tingkat orang dan temen banyak kena covid,2021-06-28 07:27:18+00:00,29,pagi,1
1396,online alas jelas saat naik orang positif corona lumayan tinggi tambah sekarang varian baru lebih bahaya terus kalaupun sekolah offline jamin semua anak patuh atur liat aja beberapa anak masuk offline,2021-06-28 06:36:03+00:00,31,pagi,1
1397,gausah dipaksain sekolah offline kalo corona melunjak naik nanti reda,2021-06-28 06:35:52+00:00,10,pagi,1
1398,sie soal kota sekolah salah satu tinggi lonjak covid nya terlalu resiko kalo ttp offline,2021-06-28 06:32:47+00:00,15,pagi,1
1399,ngga dulu deh lihat kasus makin naik varian virus makin bahaya ngga dulu rumah sakit mana penuh jadi takut buat sekolah offline,2021-06-28 05:18:17+00:00,22,pagi,1
1400,gua udah offline sekarang kangen sekolah online byee,2021-06-28 05:13:10+00:00,8,pagi,1
1401,ngga ngga tuju dki covid parah nya misal offline kata sekolah cuma jam doang kan kasi rumah jauh pulang pergi naik kereta,2021-06-28 04:58:01+00:00,22,pagi,1
1402,gak gue tuju pertama gausah belagu wahai perintah kalo mau ambil tindak sekolah offline serentak gaberani ambil resiko kalo jadi bom covid klaster sekolah dua angka covid gila naik liang lahat makin buka utk mau masuk,2021-06-28 04:36:18+00:00,36,pagi,1
1403,gakk bgtt for the first time gamau sekolah offline cpt cpt virus mana mana makin agam takut bgt,2021-06-28 03:33:37+00:00,18,pagi,1
1404,sekarang udh senin mingdep gue sekolah offline bgst,2021-06-28 03:09:19+00:00,8,pagi,1
1405,ken nya sekolah offline dulu deh soal kasus naik,2021-06-28 02:54:51+00:00,9,pagi,1
1406,sebenernya ken banget cepet sekolah offline daerah zona merah jdi gtu,2021-06-28 02:43:05+00:00,11,pagi,1
1407,tuju tetangga aku banyak kena sini udah zona merah walaupun ngarepin banget sekolah offline tetep gabakal diijinin ortu gamau,2021-06-28 02:38:22+00:00,19,pagi,1
1408,mending online dlu drpd pas masuk sekolah offline pandemi makin parah lagi aku jga takut tular terus nularin ortuku ortuku udh tua banyak sakit soal resiko besar bgt kalo tular kakak jga punya riwayat asma takutt,2021-06-28 01:36:04+00:00,36,pagi,1
1409,ngga jelas jelas mana kasus nya lonjak banget kalo emang bener jadi offline mau tantang maut gmn rasa egois banget kalo maksa diri sekolah trus kalo nularin orang rumah gmn drpd harap sekolah offline aku mau adaptasi sekolah,2021-06-28 01:15:21+00:00,38,pagi,1
1410,jangan dulu ingat kasus copid tingkat harus sangat waspada mau ngikutin sekolah offline kalo jadi ntar lonjak tambah tinggi kan mending sekolah offlinenya pending dulu,2021-06-28 00:46:55+00:00,25,pagi,1
1411,kalo engga trus nunggu reda kaya bakal jadi deh soal gimana kasus tinggi aja banyak orang lalai sama prokes kalo bleh egois tetep tuju sekolah offline soal udah bener bener gakuat ntar resiko tinggi kyak serba salah,2021-06-28 00:41:06+00:00,37,pagi,1
1412,jadi makin gamau sekolah offline,2021-06-28 00:39:54+00:00,5,pagi,1
1413,maaf sekolah online kan sama sama tuntut ilmu lagi kalo maksain offline ada kayak gin nama tantang maut oke bilang aja aku peduli misal aku tular aku remaja kebal tubuh bilang baik rumah orangtua,2021-06-28 00:21:52+00:00,34,pagi,1
1414,masalah bukan mati mah bodo ajig orang resiko keluarga buat kena tinggal jadi lebih tinggi lagi covidnya kelar gitu ngeluh bilang kpan sekolah offline sii banyak orang mas kek laku kpn kelar pandemi,2021-06-27 22:42:26+00:00,33,malam,1
1415,gue sekolah offline anjir,2021-06-27 22:37:43+00:00,4,malam,1
1416,jujur tuju bngt pngn sekolah offline karna bnr gakuatt materi cmn masuk telinga kanan keluar telinga kiri ngeliat kondisi skrng virus makin tambah hari hari kaya mending aja gamau egois penting sama,2021-06-27 22:31:37+00:00,32,malam,1
1417,turut dulu aja aku pernah main jalan jalan nongkrong aja kena gimana kalo sekolah offline plis mas ken hidup,2021-06-27 22:29:35+00:00,19,malam,1
1418,allah moga sekolah ngga sok ngide mau offline agustus aamiin,2021-06-27 22:27:42+00:00,10,malam,1
1419,imun kuat dan aku yakin tmn byk kaya aku krng tuju klo sekolah offline rentan kena klo amit kena gejala jauh lebih parah drpd imun bagus turut sekolah online aja dulu deh smpe ada lumayan kondusif,2021-06-27 22:15:32+00:00,36,malam,1
1420,ngga covid tambah rebak takut klo sekolah offline malah jadi klaster baru nanti walaupun ken sekolah offline gimana kan jangan sampe pokok sekolah malah jadi klaster baru,2021-06-27 19:33:59+00:00,27,malam,1
1422,bener yah kalo offline gabakal dapet uang jajan krna tutup kalo suruh offline kugamau sih covidnya banyak bangett mana sekolah zona merah,2021-06-27 18:32:54+00:00,22,malam,1
1423,gue jadi kangen sekolah offline diri gue tetep sekolah online best boy,2021-06-27 18:03:54+00:00,12,malam,1
1424,gue pribadi sih mau idup sampe jadi kakek nenek jadi mending gue korbanin sekolah offline gapapa butuh lebih banyak juang buat adaptasi banding hidup gue ambil sama satu virus gue mau banggain ortu banyak mimpi wujud ken,2021-06-27 17:53:00+00:00,37,malam,1
1425,gue engga tuju sih kalo ada makin buruk gin opinion buka sekolah makin buruk gasih least calm things down dulu lah makin buruk hasil malah makin lama sekolah offline aman tenang,2021-06-27 17:36:30+00:00,31,malam,1
1426,rumah aja udah kena zona merah gimana mau sekolah satu udah orang kena hampir semua guru positif jadi mungkin banget kalo offline,2021-06-27 17:27:26+00:00,22,malam,1
1427,moga sekolah offline undur dulu jujur aku takut bgt mana tiap nonton berita gitu semua,2021-06-27 17:09:05+00:00,15,malam,1
1428,jujurly gamau sekolah offline dulu situasi kek gin,2021-06-27 17:08:24+00:00,8,malam,1
1430,walaupun gua mau banget sekolah offline liat kondisi sekarang mungkin bangett muncul virus baru tingkat mati anak indonesia udah tinggi banget,2021-06-27 16:54:28+00:00,21,siang,1
1431,capek banget batuk trs sampe tenggorok sakit gin trs tadi siang asa anget badan nya sampe mlm takut banget kalo positif aku masuk sklh libur lebaran sekarang emang istirahat sekolah offline giat keluar banyak naik motor trs cont,2021-06-27 16:48:01+00:00,38,siang,1
1432,turut emg gabisa dibandingin mall tempat wisata mrk mall wisata kan atas dasar mau diri sendiri harus udh paham resiko infeksi tanggung jawab sendiri sekolah offline kan paksa sekolah,2021-06-27 16:43:23+00:00,29,siang,1
1434,kasus mati cororong indo tinggi dunia org org nganggep angka kecil jadi udah dilonggarin buat giat sekolah offline plis emg kamu kira berapa orang orang engga plis ribu,2021-06-27 15:58:58+00:00,28,siang,1
1435,waduh mau kalo offline udh kangen sekolah masalah ada parah begini loh,2021-06-27 15:56:44+00:00,12,siang,1
1436,kalo begini offline aja ajar serius gitu loh bukan gua maksa pihak sekolah buat kerja rodi trus gua leha leha pas smp kerja cuman ngasih materi nonton video trus tugas monoton banget moga sma lebih kembang lah,2021-06-27 15:55:24+00:00,37,siang,1
1437,ngga amin gue mas muda gue mas punya banyak mimpi belum wujud gue ngga mau gadai nyawa gue egois buat sekolah offline sekian,2021-06-27 15:55:16+00:00,23,siang,1
1438,kondisi rumah jadi kondusif buat ajar siswa sekolah offline kondisi buruk tinjau ulang sih gimana prosedur ketat prokes haa perlu didetailin lagi perlu tegas terap,2021-06-27 15:53:49+00:00,25,siang,1
1439,tingkat mati anak covid tinggi dunia loh kalian mau jadi cluster baru sekolah buka off,2021-06-27 15:52:10+00:00,15,siang,1
1440,gue ken sekolah offline jadi takut ada makin buruk emg offline trs makin buruk gin aja msh banyak asumsi covid buat perintah,2021-06-27 15:50:44+00:00,22,siang,1
1441,duh kalo naik skrg gin sekolah offline riskan bgt mana adek mulai sekolah offline takut,2021-06-27 15:34:32+00:00,15,siang,1
1442,klo udh gin gue gamau masuk offline kmrn mah tingkat nya msih ribu trus harap,2021-06-27 15:08:54+00:00,15,siang,1
1443,pliss deh jangan jadi coba buat sekolah offline sekarang tuh korona bener gilaa cepet banget nularnya gua banyak kena ngeri,2021-06-27 15:08:38+00:00,20,siang,1
1444,gue engga minta anak sekolah bikin offline titik gitu alesan apa masuk alesan kasus positif makin naik kayak sekarang,2021-06-27 15:05:24+00:00,19,siang,1
1445,apa alesan mau sekolah offline gak masuk akal gue ngeliat kasus vid akhir akhir naik drastis varian delta kata bahaya buat anak anak perlu tau mati anak ina persentase paling tinggi dunia,2021-06-27 15:03:56+00:00,32,siang,1
1446,mau sekolah offline kalo tingkat mati nya tinggi dunia mending online aja dehh,2021-06-27 15:01:20+00:00,13,siang,1
1447,dom udah masuk zona merah tinggal banyak gak salah dong aku ngelindungi apa aku punya keluarga meski lawan bijak kemdikbud buat sekolah offline,2021-06-27 14:58:38+00:00,23,siang,1
1448,ngga dulu ken sekolah offline tetep gue takut kalo kasus lonjak gin,2021-06-27 14:58:18+00:00,12,siang,1
1449,gimana capek banget sebenernya sekolah online mau gimana sabar dulu ajaa sedikit lagi kita bisa segera offline kok,2021-06-27 14:57:09+00:00,18,siang,1
1450,plis kemarin beneran ken adekku sekolah offline covid mulai reda perlahan sekarang gak deh kalo sekolah maksa masuk tinggal bikin surat nyata aja kalo sampe kasus positif sekolah gak bakal tanggung jawab paling langsung diliburin semua,2021-06-27 14:56:48+00:00,36,siang,1
1451,ken sekolah offline tpi kalo begini skip dlu deh mending tunggu dulu,2021-06-27 14:50:29+00:00,12,siang,1
1452,ken sekolah offline skrg covid makin naik was,2021-06-27 14:49:48+00:00,8,siang,1
1453,dlu deh ken sih sekolah offline takut vid naik gin mah,2021-06-27 14:46:35+00:00,11,siang,1
1454,iya relate bgt ngeluh pgn sekolah offline prokes abai nongkrong gapake masker dah,2021-06-27 14:46:26+00:00,13,siang,1
1455,apa gua dah lama sekolah offline jadi takut sekolah,2021-06-27 14:34:52+00:00,9,siang,1
1456,apa cuma gua yang takut sekolah offline,2021-06-27 14:32:48+00:00,7,siang,1
1457,aku takut pas masuk sekolah wajib offline bukan takut corona nya aku takut jauh keluarga aku,2021-06-27 13:30:18+00:00,16,siang,1
1458,nambah positif sekolah gue akibat ada wisuda kelas offline nih tengah pandemi,2021-06-27 02:26:10+00:00,12,pagi,1
1459,kalian angkat terus kelas gapunya temen satu sekolah pas sma udah punya temen takut pas offline gapunya temen heuheu,2021-06-27 00:59:55+00:00,19,pagi,1
1460,sabar entar takut kelas offline cuma planga plongo gak ngerti,2021-07-02 00:32:46+00:00,10,pagi,1
1461,sch gais sekolah udh rencana sekolah offline krn udh suruh bikin surat terang jujur aku takut krn situasi makin buruk gin siap aku kelas rasa bodoh klo daring terus,2021-07-01 07:00:38+00:00,29,pagi,1
1462,online nder soal les offline sekarang ajar via online mending sekali les online aja kyk brain academy online ruangguru les nya interaktif via live teaching klinik kelas konseling aku kode diskon nih kalo minat bio,2021-06-30 14:31:35+00:00,35,siang,1
1463,iya gak sih emang ken mau offline siap resiko udah vaksin gas aja kampus lebih win win solution dosen ngajar kelas zoom,2021-06-30 14:20:26+00:00,22,siang,1
1464,offline katanyaa mana pindah kelas hadehh,2021-06-30 12:40:21+00:00,6,siang,1
1465,smk ayoo semangatin aku buat ngga mikir pindah sekolah tiba ken pindah sekolah man gegara smk aku awal ngambil jurus nya nekat skrg ngrasa kek takutt depan nya klo udh mau offline btw aku otw kelas,2021-06-29 11:40:27+00:00,36,siang,1
1466,nggaa gamau meski pen bgt offline bahaya gasii kalo offline gua yakin prokesnya gabakal ketat bgt gitu oke pake masker oke pake face shield kan semua swab gitu gasii kan tetep aja aman sekolah kan isi org doang kelas,2021-06-28 14:24:24+00:00,39,siang,1
1467,sehonestnya aku ken bgt offline soal kelas mesti bener bener ajar ngeliat kasus positif makin banyak ribu kasi hari lebih baik tunda sih kalau dipaksain udah jelas bahaya bgt,2021-06-28 07:32:23+00:00,29,pagi,1
